date,pnl
2024-09-10,-0.010455427862710613
2024-09-11,-0.0022980563053632067
2024-09-12,0.008950713336679184
2024-09-13,0.0051824268191328045
2024-09-14,-0.003737716783531091
2024-09-15,-0.0010720526096764525
2024-09-16,-0.0147238538920698
2024-09-17,-0.002219911183721317
2024-09-18,-0.002530262390098506
2024-09-19,0.0029538687858888155
2024-09-20,-0.0057085994070091755
2024-09-21,0.005586923747996529
2024-09-22,0.011539873996018113
2024-09-23,0.002109722604353126
2024-09-24,0.004269320492391238
2024-09-25,0.000984708823356541
2024-09-26,0.000400928324005556
2024-09-27,-0.00753713836897132
2024-09-28,0.0038814368784063883
2024-09-29,-0.0006701525825483841
2024-09-30,0.02342485139823654
2024-10-01,0.017706903927227666
2024-10-02,0.004644312078121509
2024-10-03,-0.007993629306642443
2024-10-04,-0.011836526191817597
2024-10-05,0.013502572483977515
2024-10-06,0.0032902414766185235
2024-10-07,0.005681577437307719
2024-10-08,-0.018790445856716118
2024-10-09,0.010601823297139988
2024-10-10,0.005398623720357992
2024-10-11,-0.011814737528559258
2024-10-12,-0.004786772881949438
2024-10-13,0.0033008892479217153
2024-10-14,0.00097713478191868
2024-10-15,-0.0028138830438391048
2024-10-16,-0.0007383709487255694
2024-10-17,-0.002371751160275739
2024-10-18,0.0020781876331271544
2024-10-19,0.016586411702924728
2024-10-20,-0.027833242850244272
2024-10-21,-0.0022053529096065262
2024-10-22,0.0023416366350969167
2024-10-23,0.0036559338865580944
2024-10-24,-0.003691060394534188
2024-10-25,-0.018923939607264406
2024-10-26,0.004007950320855206
2024-10-27,-0.038
2024-10-28,-0.016472475454077512
2024-10-29,0.00990210815068007
2024-10-30,-0.0032137774543518323
2024-10-31,-0.0002745678041173202
2024-11-01,-0.01118188361774344
2024-11-02,-0.0032790178959146428
2024-11-03,0.014700490541688541
2024-11-04,0.006809207661864777
2024-11-05,0.019455427659509385
2024-11-06,0.013351530778754629
2024-11-07,0.005229953468225338
2024-11-08,0.019583279787845714
2024-11-09,0.0052289247461212865
2024-11-10,0.009507869944767646
2024-11-11,-0.0028622804888817914
2024-11-12,0.0011320039744512531
2024-11-13,-0.007271662056303045
2024-11-14,0.011285423280543383
2024-11-15,-0.01256133985426352
2024-11-16,0.009005853766594274
2024-11-17,-0.0016971616325567537
2024-11-18,0.013283718028140512
2024-11-19,0.008659558876043857
2024-11-20,0.020427107734114817
2024-11-21,0.008438521602525091
2024-11-22,-0.016892442812185646
2024-11-23,-0.0003364849018802092
2024-11-24,-0.012492079118542975
2024-11-25,-0.005301078266029021
2024-11-26,0.017023512766043938
2024-11-27,0.007412871919874656
2024-11-28,-0.007288234714366209
2024-11-29,-0.010750891030844388
2024-11-30,0.0007606030216388688
2024-12-01,-0.012982161643192405
2024-12-02,-0.006982543051362392
2024-12-03,0.0038321041870636825
2024-12-04,0.013108432397173657
2024-12-05,0.0070963761944688375
2024-12-06,-0.024804184594579098
2024-12-07,0.0037480340193328577
2024-12-08,0.001192369305558357
2024-12-09,0.004952793139099624
2024-12-10,0.01817830649816328
2024-12-11,-0.02229562104485217
2024-12-12,-0.006102137677102161
2024-12-13,0.006899969550726901
2024-12-14,-0.016997538393993362
2024-12-15,0.0166354395285886
2024-12-16,0.004451922739707242
2024-12-17,0.009712423844277443
2024-12-18,-0.00588038027673974
2024-12-19,0.009351400589628314
2024-12-20,0.01215318711587942
2024-12-21,0.002961658221508852
2024-12-22,0.0029784098196856553
2024-12-23,0.0033737756320989846
2024-12-24,-0.009096797912133199
2024-12-25,-0.001222815482643882
2024-12-26,-0.0012777478569759469
2024-12-27,0.004617332507888446
2024-12-28,0.011398066716013238
2024-12-29,-0.011243896901762503
2024-12-30,-0.0009750993335153539
2024-12-31,0.016696011024248707
2025-01-01,-0.007779470516938205
2025-01-02,-0.008644750190193524
2025-01-03,0.0026253681101431293
2025-01-04,0.00968823709533852
2025-01-05,0.0005256866111672527
2025-01-06,0.01501856649480688
2025-01-07,0.009824733808231794
2025-01-08,0.009660020735790678
2025-01-09,0.006495281514565026
2025-01-10,0.026004184103806935
2025-01-11,-0.001856778577526486
2025-01-12,-0.02163874521273165
2025-01-13,0.01804679797668855
2025-01-14,-0.004634693740525082
2025-01-15,0.0015866848877733634
2025-01-16,0.014805057533465794
2025-01-17,-0.017224854951648175
2025-01-18,-0.013368119355167534
2025-01-19,-0.017214057308307388
2025-01-20,-0.008335499190279663
2025-01-21,0.005236002666186929
2025-01-22,0.0061660662709404805
2025-01-23,0.0034390159726140914
2025-01-24,-0.01514042472281603
2025-01-25,-0.02501113780295908
2025-01-26,0.0009978894392942048
2025-01-27,-0.004789536370021693
2025-01-28,0.005453243488882729
2025-01-29,0.008121489888433971
2025-01-30,0.0019206557526455009
2025-01-31,0.00876146393913439
2025-02-01,0.002921325115265753
2025-02-02,0.006230711761616133
2025-02-03,-0.007351405891568706
2025-02-04,-0.001575725552146044
2025-02-05,0.00256453706322653
2025-02-06,0.009425813229591606
2025-02-07,-0.003931152894470292
2025-02-08,0.006132839813053239
2025-02-09,-0.002524226711069169
2025-02-10,-0.0008929638406094339
2025-02-11,0.009524709462264802
2025-02-12,-0.021523664081595714
2025-02-13,-0.01386119560882237
2025-02-14,-0.015904039371871025
2025-02-15,-0.02526977731833135
2025-02-16,-0.007060908841706943
2025-02-17,0.008643772897005143
2025-02-18,-0.0027337247302083216
2025-02-19,0.0025756909013603733
2025-02-20,0.012381392463818718
2025-02-21,0.015004547454944606
2025-02-22,-0.000360517281987535
2025-02-23,0.01528944478526337
2025-02-24,0.0014133932427752012
2025-02-25,-0.008811380462102083
2025-02-26,-0.006138403874186087
2025-02-27,-0.015885901638215176
2025-02-28,-0.009369472391070176
2025-03-01,-0.0035381835688187207
2025-03-02,0.009239435213164617
2025-03-03,0.019328468142825822
2025-03-04,-0.01480399666914744
2025-03-05,0.004721102150859108
2025-03-06,-0.011045983330732879
2025-03-07,0.005621667973095222
2025-03-08,-0.0010419531575649925
2025-03-09,-0.019739964084322832
2025-03-10,0.010611266907253326
2025-03-11,-0.006255007840896041
2025-03-12,-0.0054729026221091
2025-03-13,-0.011367276524186589
2025-03-14,-0.0067971160435631095
2025-03-15,0.005106794847644089
2025-03-16,-0.0016816877503004607
2025-03-17,0.0040152820251072915
2025-03-18,0.00438114039321728
2025-03-19,0.014927278210809835
2025-03-20,-0.003370647659508172
2025-03-21,-0.01584543598530305
2025-03-22,0.012139446582291812
2025-03-23,-0.003246369893069801
2025-03-24,0.012660516890351145
2025-03-25,0.004617148245007175
2025-03-26,-0.0010425128322367942
2025-03-27,0.004236534834509246
2025-03-28,0.021861138161389293
2025-03-29,0.023246785819591283
2025-03-30,0.0011631924864605656
2025-03-31,0.0021620965264878282
2025-04-01,0.01223864173213024
2025-04-02,-0.00890227136044082
2025-04-03,0.004063774098800806
2025-04-04,0.00011550867250757963
2025-04-05,0.0038529903260330896
2025-04-06,-0.008767056865443464
2025-04-07,-0.017085242426398656
2025-04-08,-0.022402817795904206
2025-04-09,-0.011891225242885686
2025-04-10,-0.004645428134332663
2025-04-11,-0.00282510745313638
2025-04-12,0.021709542786724684
2025-04-13,0.012565927068980277
2025-04-14,-0.0101830022797579
2025-04-15,0.004224792976960526
2025-04-16,-0.004077860599853576
2025-04-17,-0.0027280022184410463
2025-04-18,0.0024385821435692024
2025-04-19,0.007210882286729326
2025-04-20,-0.0033318433227241687
2025-04-21,0.012102366860077943
2025-04-22,-0.012161320487566444
2025-04-23,0.00046972968598495287
2025-04-24,0.028974410992554156
2025-04-25,0.002853877168878026
2025-04-26,0.0161653595726679
2025-04-27,0.00140672195990529
2025-04-28,0.006788548048627763
2025-04-29,-0.00022461513831960686
2025-04-30,-0.0014744833928062486
2025-05-01,-0.008174306363979617
2025-05-02,0.005133314948533085
2025-05-03,-0.008966909081043447
2025-05-04,0.00772143759944772
2025-05-05,0.01233815704890501
2025-05-06,0.004431845479609529
2025-05-07,-0.00274873606911261
2025-05-08,0.005393621372395656
2025-05-09,-0.0029954036110105384
