date,return
2024-01-01,0.0037518878772987447
2024-01-02,-0.011039825168645451
2024-01-03,0.008654963153871029
2024-01-04,0.010746211880303351
2024-01-05,-0.021061387075192197
2024-01-06,-0.013923974575485498
2024-01-07,0.001806244434840139
2024-01-08,-0.003078668515779404
2024-01-09,0.00021518726745282327
2024-01-10,-0.00898348320330938
2024-01-11,0.010073377723491112
2024-01-12,0.00895571128971843
2024-01-13,0.0011263376731733765
2024-01-14,0.01279965327664836
2024-01-15,0.005542602764772501
2024-01-16,-0.00905221709171562
2024-01-17,0.004456258624907487
2024-01-18,-0.010147708609118988
2024-01-19,0.010062953314379997
2024-01-20,-0.00014918502084878177
2024-01-21,-0.001633485998997866
2024-01-22,-0.007090224988443355
2024-01-23,0.013847954725414332
2024-01-24,-0.0012998243027568237
2024-01-25,-0.004311606043794179
2024-01-26,-0.003473469055370525
2024-01-27,0.006255401041086836
2024-01-28,0.004419884708004862
2024-01-29,0.004940058727555872
2024-01-30,0.00513903103308671
2024-01-31,0.023958123609575072
2024-02-01,-0.004070565180230771
2024-02-02,-0.00523467001978691
2024-02-03,-0.008551500010726656
2024-02-04,0.007175773648330452
2024-02-05,0.012818695219929807
2024-02-06,-0.0008534220342036258
2024-02-07,-0.008841721246587808
2024-02-08,-0.008669293372603635
2024-02-09,0.007556520666071711
2024-02-10,0.008575795883237864
2024-02-11,0.006374696951357145
2024-02-12,-0.006920606780175637
2024-02-13,0.0029537745537339174
2024-02-14,0.0016835439005480103
2024-02-15,0.0028055745640191425
2024-02-16,0.009985716557430087
2024-02-17,0.002859551036521505
2024-02-18,0.007868049193790843
2024-02-19,0.001143369764377806
2024-02-20,0.0035803133855898256
2024-02-21,0.007344170484223944
2024-02-22,-0.01562871401841233
2024-02-23,-0.003116383379930314
2024-02-24,-0.0047740991972207505
2024-02-25,-0.00662765633067676
2024-02-26,-0.0026265647634935206
2024-02-27,0.016844354423578355
2024-02-28,-0.009124142272625676
2024-02-29,0.011051061900506289
2024-03-01,-0.01811156748777385
2024-03-02,-0.003283735329843523
2024-03-03,0.0021902837161550614
2024-03-04,0.0068484456449520595
2024-03-05,0.008223492377721403
2024-03-06,0.009126819587199176
2024-03-07,-0.003435975794732813
2024-03-08,-0.004685869719310239
2024-03-09,0.009837734693828691
2024-03-10,-0.0017043475736977637
2024-03-11,-0.01363254955671714
2024-03-12,-0.012066159354038286
2024-03-13,-0.009713975146017725
2024-03-14,0.0058687681845914046
2024-03-15,0.0019666830967762176
2024-03-16,0.007995338894745449
2024-03-17,-0.004299779109701876
2024-03-18,0.0021439366018438564
2024-03-19,0.007281494333640704
2024-03-20,-0.003002811936922622
2024-03-21,0.005424527613131526
2024-03-22,-0.006881185351733163
2024-03-23,-0.0035935923122157893
2024-03-24,-0.00379911683398162
2024-03-25,-0.012754236101479436
2024-03-26,0.0057566972886414
2024-03-27,-0.004763425742229962
2024-03-28,0.0005374353060045617
2024-03-29,0.0056882132479649985
2024-03-30,0.0053118429363293845
2024-03-31,0.007719236198700649
2024-04-01,-0.0006833403296036596
2024-04-02,-0.004256281432485691
2024-04-03,-0.0004769003199703895
2024-04-04,-0.018160678773538327
2024-04-05,-0.01551823719665396
2024-04-06,-0.014149695735898426
2024-04-07,-0.0105697151036163
2024-04-08,0.0047975164939578025
2024-04-09,-0.009560269608960668
2024-04-10,-0.045
2024-04-11,0.014691511275646718
2024-04-12,-0.003518903681675685
2024-04-13,0.008512671253137951
2024-04-14,-0.009869794480108647
2024-04-15,-0.0018598131365439301
2024-04-16,-0.010050242604016393
2024-04-17,-0.003329363834906187
2024-04-18,0.00964338951203135
2024-04-19,-0.018600524655115833
2024-04-20,0.0051786600790044305
2024-04-21,0.003015091625655057
2024-04-22,-0.006135649512664738
2024-04-23,-0.015506636398273
2024-04-24,0.0011934245848525646
2024-04-25,-0.005424419799701826
2024-04-26,0.0029594383249017435
2024-04-27,0.0006403736007578717
2024-04-28,0.01801956780453007
2024-04-29,-0.0022329119022032667
2024-04-30,-0.010858472418840515
2024-05-01,0.002372031984519478
2024-05-02,0.002819963523689417
2024-05-03,0.0153510633276448
2024-05-04,0.009586223705060362
2024-05-05,0.004325581650644603
2024-05-06,0.01649633180341518
2024-05-07,-0.01267639359755136
2024-05-08,-0.006637266860247224
2024-05-09,-0.009792335355460775
2024-05-10,-0.003887907834713447
2024-05-11,-0.014743547623119397
2024-05-12,0.0073866604149584476
2024-05-13,-0.002044449668086507
2024-05-14,-0.015778869239529234
2024-05-15,-0.010771369893282957
2024-05-16,0.0038486523219521483
2024-05-17,0.009619392246838191
2024-05-18,0.02236403980860965
2024-05-19,0.03245248712608062
